language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,VOCABULARY,handle,/ˈhændəl/,xử lý,They handle every day.,Họ xử lý mỗi ngày.,Problem Solving,,Beginner,High,verb - common verb
en,VOCABULARY,deal,/dil/,"giải quyết, xử lý",They deal every day.,Họ giải quyết mỗi ngày.,Problem Solving,,Beginner,High,verb - common verb
en,VOCABULARY,adjust,/əˈʤəst/,điều chỉnh,I want to adjust now.,Tôi muốn điều chỉnh bây giờ.,Problem Solving,,Beginner,High,verb - common verb
en,VOCABULARY,rescue,/ˈrɛskju/,cứu,Let's rescue together.,Chúng ta hãy cứu cùng nhau.,Emergency,,Beginner,High,verb - common verb
en,VOCABULARY,escape,/ɪˈskeɪp/,trốn thoát,Let's escape together.,Chúng ta hãy trốn thoát cùng nhau.,Emergency,,Beginner,High,verb - common verb
en,VOCABULARY,dial,/daɪəl/,"quay số, bấm số",Please dial now.,Hãy quay số ngay bây giờ.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,switch,/swɪʧ/,chuyển đổi,I want to switch now.,Tôi muốn chuyển đổi bây giờ.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,plug,/pləɡ/,cắm điện,Please plug now.,Hãy cắm điện ngay bây giờ.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,update,/ˈəpˌdeɪt/,cập nhật,I want to update now.,Tôi muốn cập nhật bây giờ.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,install,/ˌɪnˈstɔl/,cài đặt,Please install now.,Hãy cài đặt ngay bây giờ.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,weigh,/weɪ/,cân,I want to weigh now.,Tôi muốn cân bây giờ.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,smell,/smɛl/,"ngửi, có mùi",They smell every day.,Họ ngửi mỗi ngày.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,shake,/ʃeɪk/,"lắc, rung",I want to shake now.,Tôi muốn lắc bây giờ.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,pour,/pɔr/,"rót, đổ",Let's pour together.,Chúng ta hãy rót cùng nhau.,Food,,Beginner,High,verb - common verb
en,VOCABULARY,kick,/kɪk/,đá,Please kick now.,Hãy đá ngay bây giờ.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,climb,/klaɪm/,leo trèo,I want to climb now.,Tôi muốn leo trèo bây giờ.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,crash,/kræʃ/,"đâm, va chạm",Please crash now.,Hãy đâm ngay bây giờ.,Emergency,,Beginner,High,verb - common verb
en,VOCABULARY,routine,/ruˈtin/,thói quen hằng ngày,We talked about this routine.,Chúng tôi đã nói về thói quen hằng ngày này.,Habit,,Beginner,High,noun - everyday noun
en,VOCABULARY,habit,/ˈhæbət/,thói quen,This habit is very important.,Thói quen này rất quan trọng.,Habit,,Beginner,High,noun - everyday noun
en,VOCABULARY,hobby,/ˈhɑbi/,sở thích,We talked about this hobby.,Chúng tôi đã nói về sở thích này.,Habit,,Beginner,High,noun - everyday noun
en,VOCABULARY,activity,/ækˈtɪvɪti/,hoạt động,This activity is very important.,Hoạt động này rất quan trọng.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,event,/ɪˈvɛnt/,sự kiện,I think this event is good.,Tôi nghĩ sự kiện này tốt.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,situation,/ˌsɪʧuˈeɪʃən/,tình huống,We talked about this situation.,Chúng tôi đã nói về tình huống này.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,reason,/ˈrizən/,lý do,We talked about this reason.,Chúng tôi đã nói về lý do này.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,result,/rɪˈzəlt/,kết quả,This result is very important.,Kết quả này rất quan trọng.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,effect,/ˈifɛkt/,tác động,I think this effect is good.,Tôi nghĩ tác động này tốt.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,detail,/ˈditeɪl/,chi tiết,We talked about this detail.,Chúng tôi đã nói về chi tiết này.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,fact,/fækt/,sự thật,This fact is very important.,Sự thật này rất quan trọng.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,choice,/ʧɔɪs/,lựa chọn,I think this choice is good.,Tôi nghĩ lựa chọn này tốt.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,chance,/ʧæns/,cơ hội,We talked about this chance.,Chúng tôi đã nói về cơ hội này.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,opportunity,/ˌɑpərˈtunəti/,cơ hội,We talked about this opportunity.,Chúng tôi đã nói về cơ hội này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,decision,/dɪˈsɪʒən/,quyết định,I think this decision is good.,Tôi nghĩ quyết định này tốt.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,goal,/ɡoʊl/,mục tiêu,We talked about this goal.,Chúng tôi đã nói về mục tiêu này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,purpose,/ˈpərpəs/,mục đích,I think this purpose is good.,Tôi nghĩ mục đích này tốt.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,method,/ˈmɛθəd/,phương pháp,We talked about this method.,Chúng tôi đã nói về phương pháp này.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,process,/ˈprɔˌsɛs/,quá trình,We talked about this process.,Chúng tôi đã nói về quá trình này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,system,/ˈsɪstəm/,hệ thống,I think this system is good.,Tôi nghĩ hệ thống này tốt.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,rule,/rul/,quy tắc,I think this rule is good.,Tôi nghĩ quy tắc này tốt.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,law,/lɔ/,luật pháp,This law is very important.,Luật pháp này rất quan trọng.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,responsibility,/riˌspɑnsəˈbɪləti/,trách nhiệm,This responsibility is very important.,Trách nhiệm này rất quan trọng.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,freedom,/ˈfridəm/,tự do,I think this freedom is good.,Tôi nghĩ tự do này tốt.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,safety,/ˈseɪfti/,sự an toàn,This safety is very important.,Sự an toàn này rất quan trọng.,Health,,Beginner,High,noun - everyday noun
en,VOCABULARY,danger,/ˈdeɪnʤər/,mối nguy hiểm,I think this danger is good.,Tôi nghĩ mối nguy hiểm này tốt.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,risk,/rɪsk/,rủi ro,This risk is very important.,Rủi ro này rất quan trọng.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,trouble,/ˈtrəbəl/,rắc rối,I think this trouble is good.,Tôi nghĩ rắc rối này tốt.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,accident,/ˈæksədənt/,tai nạn,This accident is very important.,Tai nạn này rất quan trọng.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,emergency,/ˈimərʤənsi/,trường hợp khẩn cấp,This emergency is very important.,Trường hợp khẩn cấp này rất quan trọng.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,advice,/ədˈvaɪs/,lời khuyên,We talked about this advice.,Chúng tôi đã nói về lời khuyên này.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,information,/ˌɪnˌfɔrˈmeɪʃən/,thông tin,I think this information is good.,Tôi nghĩ thông tin này tốt.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,note,/noʊt/,ghi chú,We talked about this note.,Chúng tôi đã nói về ghi chú này.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,list,/lɪst/,danh sách,I think this list is good.,Tôi nghĩ danh sách này tốt.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,police,/pəˈlis/,cảnh sát,I think this police is good.,Tôi nghĩ cảnh sát này tốt.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,ambulance,/ˈæmbjələns/,xe cứu thương,This ambulance is very important.,Xe cứu thương này rất quan trọng.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,victim,/ˈvɪktɪm/,nạn nhân,I think this victim is good.,Tôi nghĩ nạn nhân này tốt.,Emergency,,Beginner,High,noun - everyday noun
en,VOCABULARY,complaint,/kəmˈpleɪnt/,lời phàn nàn,This complaint is very important.,Lời phàn nàn này rất quan trọng.,Service,,Beginner,High,noun - everyday noun
en,VOCABULARY,request,/rɪkˈwɛst/,yêu cầu,This request is very important.,Yêu cầu này rất quan trọng.,Service,,Beginner,High,noun - everyday noun
en,VOCABULARY,solution,/səˈluʃən/,giải pháp,This solution is very important.,Giải pháp này rất quan trọng.,Problem Solving,,Beginner,High,noun - everyday noun
en,VOCABULARY,agreement,/əˈɡrimənt/,sự đồng ý,We talked about this agreement.,Chúng tôi đã nói về sự đồng ý này.,Relationship,,Beginner,High,noun - everyday noun
en,VOCABULARY,relationship,/riˈleɪʃənˌʃɪp/,mối quan hệ,This relationship is very important.,Mối quan hệ này rất quan trọng.,Relationship,,Beginner,High,noun - everyday noun
en,VOCABULARY,friendship,/ˈfrɛndʃɪp/,tình bạn,This friendship is very important.,Tình bạn này rất quan trọng.,Relationship,,Beginner,High,noun - everyday noun
en,VOCABULARY,secret,/ˈsikrɪt/,bí mật,We talked about this secret.,Chúng tôi đã nói về bí mật này.,Relationship,,Beginner,High,noun - everyday noun
en,VOCABULARY,favor,/ˈfeɪvər/,"sự giúp đỡ, ưu ái",This favor is very important.,Sự giúp đỡ này rất quan trọng.,Relationship,,Beginner,High,noun - everyday noun
en,VOCABULARY,conversation,/ˌkɑnvərˈseɪʃən/,cuộc trò chuyện,I think this conversation is good.,Tôi nghĩ cuộc trò chuyện này tốt.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,discussion,/dɪˈskəʃən/,cuộc thảo luận,I think this discussion is good.,Tôi nghĩ cuộc thảo luận này tốt.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,opinion,/əˈpɪnjən/,ý kiến,We talked about this opinion.,Chúng tôi đã nói về ý kiến này.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,voice,/vɔɪs/,giọng nói,This voice is very important.,Giọng nói này rất quan trọng.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,sound,/saʊnd/,âm thanh,This sound is very important.,Âm thanh này rất quan trọng.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,speech,/spiʧ/,bài phát biểu,We talked about this speech.,Chúng tôi đã nói về bài phát biểu này.,Communication,,Beginner,High,noun - everyday noun
en,VOCABULARY,invitation,/ˌɪnvɪˈteɪʃən/,lời mời,This invitation is very important.,Lời mời này rất quan trọng.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,celebration,/ˌsɛləˈbreɪʃən/,lễ kỷ niệm,We talked about this celebration.,Chúng tôi đã nói về lễ kỷ niệm này.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,festival,/ˈfɛstɪvəl/,lễ hội,We talked about this festival.,Chúng tôi đã nói về lễ hội này.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,custom,/ˈkəstəm/,phong tục,This custom is very important.,Phong tục này rất quan trọng.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,culture,/ˈkəlʧər/,văn hóa,This culture is very important.,Văn hóa này rất quan trọng.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,tradition,/trəˈdɪʃən/,truyền thống,I think this tradition is good.,Tôi nghĩ truyền thống này tốt.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,society,/soʊˈsaɪɪti/,xã hội,This society is very important.,Xã hội này rất quan trọng.,Social,,Beginner,High,noun - everyday noun
en,VOCABULARY,government,/ˈɡəvərnmənt/,chính phủ,This government is very important.,Chính phủ này rất quan trọng.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,citizen,/ˈsɪtɪzən/,công dân,This citizen is very important.,Công dân này rất quan trọng.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,nation,/ˈneɪʃən/,quốc gia,This nation is very important.,Quốc gia này rất quan trọng.,Travel,,Beginner,High,noun - everyday noun
en,VOCABULARY,population,/ˌpɑpjəˈleɪʃən/,dân số,We talked about this population.,Chúng tôi đã nói về dân số này.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,income,/ˈɪnˌkəm/,thu nhập,We talked about this income.,Chúng tôi đã nói về thu nhập này.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,expense,/ɪkˈspɛns/,chi phí,This expense is very important.,Chi phí này rất quan trọng.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,payment,/ˈpeɪmənt/,khoản thanh toán,I think this payment is good.,Tôi nghĩ khoản thanh toán này tốt.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,fee,/fi/,lệ phí,We talked about this fee.,Chúng tôi đã nói về lệ phí này.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,refund,/ˈriˌfənd/,tiền hoàn lại,I think this refund is good.,Tôi nghĩ tiền hoàn lại này tốt.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,interest,/ˈɪntəˌrɛst/,"tiền lãi, sự quan tâm",This interest is very important.,Tiền lãi này rất quan trọng.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,wealth,/wɛlθ/,của cải,I think this wealth is good.,Tôi nghĩ của cải này tốt.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,value,/ˈvælju/,giá trị,I think this value is good.,Tôi nghĩ giá trị này tốt.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,amount,/əˈmaʊnt/,số lượng,We talked about this amount.,Chúng tôi đã nói về số lượng này.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,total,/ˈtoʊtəl/,tổng cộng,This total is very important.,Tổng cộng này rất quan trọng.,Money,,Beginner,High,noun - everyday noun
en,VOCABULARY,benefit,/ˈbɛnəfɪt/,lợi ích,We talked about this benefit.,Chúng tôi đã nói về lợi ích này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,position,/pəˈzɪʃən/,"vị trí, chức vụ",This position is very important.,Vị trí này rất quan trọng.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,experience,/ɪkˈspɪriəns/,kinh nghiệm,I think this experience is good.,Tôi nghĩ kinh nghiệm này tốt.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,ability,/əˈbɪləˌti/,khả năng,This ability is very important.,Khả năng này rất quan trọng.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,effort,/ˈɛfərt/,nỗ lực,We talked about this effort.,Chúng tôi đã nói về nỗ lực này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,success,/səkˈsɛs/,thành công,I think this success is good.,Tôi nghĩ thành công này tốt.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,failure,/ˈfeɪljər/,thất bại,I think this failure is good.,Tôi nghĩ thất bại này tốt.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,progress,/ˈprɑˌɡrɛs/,tiến bộ,We talked about this progress.,Chúng tôi đã nói về tiến bộ này.,Work,,Beginner,High,noun - everyday noun
en,VOCABULARY,client,/klaɪənt/,khách hàng,I think this client is good.,Tôi nghĩ khách hàng này tốt.,Business,,Beginner,High,noun - everyday noun
en,VOCABULARY,competition,/ˌkɑmpəˈtɪʃən/,sự cạnh tranh,I think this competition is good.,Tôi nghĩ sự cạnh tranh này tốt.,Business,,Beginner,High,noun - everyday noun
en,VOCABULARY,advertisement,/ˌædvərˈtaɪzmənt/,quảng cáo,We talked about this advertisement.,Chúng tôi đã nói về quảng cáo này.,Business,,Beginner,High,noun - everyday noun
en,VOCABULARY,factory,/ˈfæktəri/,nhà máy,I think this factory is good.,Tôi nghĩ nhà máy này tốt.,Business,,Beginner,High,noun - everyday noun
en,VOCABULARY,industry,/ˈɪndəstri/,ngành công nghiệp,I think this industry is good.,Tôi nghĩ ngành công nghiệp này tốt.,Business,,Beginner,High,noun - everyday noun
en,VOCABULARY,mall,/mɔl/,trung tâm thương mại,We talked about this mall.,Chúng tôi đã nói về trung tâm thương mại này.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,supermarket,/ˈsupərˌmɑrkɪt/,siêu thị,We talked about this supermarket.,Chúng tôi đã nói về siêu thị này.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,basket,/ˈbæskət/,giỏ,I think this basket is good.,Tôi nghĩ giỏ này tốt.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,cart,/kɑrt/,xe đẩy,This cart is very important.,Xe đẩy này rất quan trọng.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,counter,/ˈkaʊntər/,quầy,I think this counter is good.,Tôi nghĩ quầy này tốt.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,cashier,/kæˈʃɪr/,thu ngân,This cashier is very important.,Thu ngân này rất quan trọng.,Shopping,,Beginner,High,noun - everyday noun
en,VOCABULARY,animal,/ˈænəməl/,động vật,I think this animal is good.,Tôi nghĩ động vật này tốt.,Daily Life,,Beginner,High,noun - everyday noun
en,VOCABULARY,bird,/bərd/,con chim,We talked about this bird.,Chúng tôi đã nói về con chim này.,Daily Life,,Beginner,High,noun - everyday noun
